brand,model,top_speed_kmh,battery_capacity_kWh,battery_type,torque_nm,efficiency_wh_per_km,range_km,acceleration_0_100_s,fast_charging_power_kw_dc,fast_charge_port,towing_capacity_kg,cargo_volume_l,seats,drivetrain,segment,length_mm,width_mm,height_mm,car_body_type,source_url,energy_kwh_per_km,frontal_area_m2,drag_coefficient,drag_power_kw,drag_energy_kwh_per_km,drag_loss_percent,mass_kg,roll_force_n,rolling_resistance_kwh_per_km,rolling_resistance_loss_percent,predicted_range_km,predicted_range_adjusted_km,km_per_kwh
MG,ZS EV Standard Range,175,49.0,Lithium-ion,280.0,153,265,8.6,50.0,CCS,500.0,448.0,5,FWD,JB - Compact,4323,1809,1649,suv,https://ev-database.org/car/1540/MG-ZS-EV-Standard-Range,0.153,2.53558485,0.35,8.493218784667969,0.33972875138671876,222.04493554687502,2000.0,235.44,0.0654,42.745098039215684,320.26143790849676,87.7933628723754,6.5359477124183005
Maserati,GranCabrio Folgore,290,83.0,Lithium-ion,1350.0,198,395,2.8,190.0,CCS,1000.0,151.0,4,AWD,F - Luxury,4966,1957,1365,cabriolet,https://ev-database.org/car/2187/Maserati-GranCabrio-Folgore,0.198,2.2706092499999997,,,,,,,,,419.19191919191917,,5.05050505050505
Maserati,GranTurismo Folgore,325,83.0,Lithium-ion,1350.0,182,420,2.7,217.0,CCS,1000.0,270.0,4,AWD,F - Luxury,4959,1957,1353,coupe,https://ev-database.org/car/1803/Maserati-GranTurismo-Folgore,0.182,2.25064785,0.27,5.815638878027344,0.23262555512109376,127.81623907752405,1500.0,176.58,0.04905,26.950549450549456,456.04395604395603,179.0044764777899,5.4945054945054945
Maserati,Grecale Folgore,220,95.0,Lithium-ion,820.0,220,400,4.1,110.0,CCS,1800.0,535.0,5,AWD,JE - Executive,4865,1948,1651,suv,https://ev-database.org/car/1843/Maserati-Grecale-Folgore,0.22,2.7337257999999998,0.35,9.156913568359373,0.36627654273437493,166.48933760653406,2000.0,235.44,0.0654,29.727272727272723,431.8181818181818,145.77784187441935,4.545454545454546
Maxus,MIFA 9,180,84.0,Lithium-ion,350.0,195,365,9.2,103.0,CCS,1000.0,470.0,7,FWD,N - Passenger Van,5270,2000,1840,small passenger van,https://ev-database.org/car/1837/Maxus-MIFA-9,0.195,3.1279999999999997,,,,,,,,,430.7692307692308,,5.128205128205128
Mazda,6e 68.8 kWh,175,66.0,Lithium-ion,320.0,138,390,7.6,120.0,CCS,1500.0,456.0,5,RWD,D - Large,4921,1890,1491,liftback sedan,https://ev-database.org/car/3107/Mazda-6e-688-kWh,0.138,2.3952915,,,,,,,,,478.2608695652174,,7.246376811594202
Mazda,6e Long Range 80 kWh,175,75.0,Lithium-ion,320.0,136,440,7.8,70.0,CCS,1500.0,456.0,5,RWD,D - Large,4921,1890,1491,liftback sedan,https://ev-database.org/car/3108/Mazda-6e-Long-Range-80-kWh,0.136,2.3952915,,,,,,,,,551.470588235294,,7.352941176470588
Mercedes-Benz,CLA 250+,210,85.0,Lithium-ion,335.0,122,565,6.7,235.0,CCS,1500.0,405.0,5,RWD,D - Large,4723,1855,1468,sedan,https://ev-database.org/car/3139/Mercedes-Benz-CLA-250plus,0.122,2.314669,0.28,6.202589585937502,0.24810358343750008,203.36359298155747,1600.0,188.352,0.05232,42.885245901639344,696.7213114754098,201.2198261003963,8.19672131147541
Mercedes-Benz,CLA 350 4MATIC,210,85.0,Lithium-ion,515.0,126,550,4.9,235.0,CCS,1800.0,405.0,5,AWD,D - Large,4723,1855,1468,sedan,https://ev-database.org/car/3140/Mercedes-Benz-CLA-350-4MATIC,0.126,2.314669,0.28,6.202589585937502,0.24810358343750008,196.90760590277785,1600.0,188.352,0.05232,41.523809523809526,674.6031746031746,199.33231486587857,7.936507936507937
Mercedes-Benz,EQA 250,160,66.5,Lithium-ion,385.0,146,395,8.6,100.0,CCS,1500.0,340.0,5,FWD,JC - Medium,4463,1834,1620,suv,https://ev-database.org/car/1984/Mercedes-Benz-EQA-250,0.146,2.5254179999999997,0.35,8.45916380859375,0.33836655234375,231.75791256421238,2000.0,235.44,0.0654,44.79452054794521,455.47945205479454,120.96043259907134,6.849315068493151
Mercedes-Benz,EQA 250+,160,70.5,Lithium-ion,385.0,142,420,8.6,90.0,CCS,1500.0,340.0,5,FWD,JC - Medium,4463,1834,1620,suv,https://ev-database.org/car/1985/Mercedes-Benz-EQA-250plus,0.142,2.5254179999999997,0.35,8.45916380859375,0.33836655234375,238.28630446742963,2000.0,235.44,0.0654,46.05633802816902,496.47887323943667,129.1761096337683,7.042253521126761
Mercedes-Benz,EQA 300 4MATIC,160,66.5,Lithium-ion,390.0,162,350,7.7,100.0,CCS,1800.0,340.0,5,AWD,JC - Medium,4463,1834,1620,suv,https://ev-database.org/car/1986/Mercedes-Benz-EQA-300-4MATIC,0.162,2.5254179999999997,0.35,8.45916380859375,0.33836655234375,208.86824218750002,2000.0,235.44,0.0654,40.37037037037037,410.4938271604938,117.53964550310803,6.172839506172839
Mercedes-Benz,EQA 350 4MATIC,160,66.5,Lithium-ion,520.0,162,350,6.0,100.0,CCS,1800.0,340.0,5,AWD,JC - Medium,4463,1834,1620,suv,https://ev-database.org/car/1987/Mercedes-Benz-EQA-350-4MATIC,0.162,2.5254179999999997,0.35,8.45916380859375,0.33836655234375,208.86824218750002,2000.0,235.44,0.0654,40.37037037037037,410.4938271604938,117.53964550310803,6.172839506172839
Mercedes-Benz,EQB 250+,160,70.5,Lithium-ion,385.0,152,415,8.9,90.0,CCS,1400.0,495.0,7,FWD,JC - Medium,4684,1834,1667,suv,https://ev-database.org/car/1988/Mercedes-Benz-EQB-250plus,0.152,2.5986863,0.35,8.704583993164063,0.3481833597265625,229.06799982010693,2000.0,235.44,0.0654,43.026315789473685,463.8157894736842,124.65006048636934,6.578947368421053
Mercedes-Benz,EQB 300 4MATIC,160,66.5,Lithium-ion,390.0,168,345,8.0,100.0,CCS,1700.0,495.0,7,AWD,JC - Medium,4684,1834,1667,suv,https://ev-database.org/car/1989/Mercedes-Benz-EQB-300-4MATIC,0.168,2.5986863,0.35,8.704583993164063,0.3481833597265625,207.25199983723957,2000.0,235.44,0.0654,38.92857142857142,395.8333333333333,114.34302389818318,5.952380952380952
Mercedes-Benz,EQB 350 4MATIC,160,66.5,Lithium-ion,520.0,168,345,6.2,100.0,CCS,1700.0,495.0,7,AWD,JC - Medium,4684,1834,1667,suv,https://ev-database.org/car/1990/Mercedes-Benz-EQB-350-4MATIC,0.168,2.5986863,0.35,8.704583993164063,0.3481833597265625,207.25199983723957,2000.0,235.44,0.0654,38.92857142857142,395.8333333333333,114.34302389818318,5.952380952380952
Mercedes-Benz,EQE 300,210,89.0,Lithium-ion,550.0,163,525,7.3,120.0,CCS,750.0,430.0,5,RWD,E - Executive,4946,1906,1503,sedan,https://ev-database.org/car/2204/Mercedes-Benz-EQE-300,0.163,2.4350102999999996,0.28,6.525066663281251,0.26100266653125004,160.1243352952454,1600.0,188.352,0.05232,32.09815950920245,546.0122699386503,186.848131011966,6.134969325153374
Mercedes-Benz,EQE 350 4MATIC,210,90.6,Lithium-ion,765.0,173,515,6.3,141.0,CCS,1700.0,430.0,5,AWD,E - Executive,4946,1906,1503,sedan,https://ev-database.org/car/2206/Mercedes-Benz-EQE-350-4MATIC,0.173,2.4350102999999996,0.28,6.525066663281251,0.26100266653125004,150.86859337066477,1600.0,188.352,0.05232,30.24277456647399,523.6994219653179,186.2960668607418,5.780346820809249
Mercedes-Benz,EQE 350+,210,96.0,Lithium-ion,565.0,164,555,6.5,141.0,CCS,750.0,430.0,5,RWD,E - Executive,4946,1906,1510,sedan,https://ev-database.org/car/2205/Mercedes-Benz-EQE-350plus,0.164,2.446351,0.28,6.555456195312503,0.2622182478125001,159.88917549542688,1600.0,188.352,0.05232,31.90243902439024,585.3658536585366,200.61092386833528,6.097560975609756
Mercedes-Benz,EQE 500 4MATIC,210,90.6,Lithium-ion,858.0,173,505,4.7,141.0,CCS,1700.0,430.0,5,AWD,E - Executive,4946,1906,1503,sedan,https://ev-database.org/car/2207/Mercedes-Benz-EQE-500-4MATIC,0.173,2.4350102999999996,0.28,6.525066663281251,0.26100266653125004,150.86859337066477,1600.0,188.352,0.05232,30.24277456647399,523.6994219653179,186.2960668607418,5.780346820809249
Mercedes-Benz,EQE AMG 43 4MATIC,210,90.6,Lithium-ion,858.0,207,450,4.2,141.0,CCS,1700.0,430.0,5,AWD,E - Executive,4964,1906,1495,sedan,https://ev-database.org/car/2208/Mercedes-Benz-EQE-AMG-43-4MATIC,0.207,2.4220495,0.28,6.49033576953125,0.25961343078125,125.41711631944446,1600.0,188.352,0.05232,25.275362318840582,437.6811594202899,174.58886752314731,4.830917874396135
Mercedes-Benz,EQE AMG 53 4MATIC+,220,90.6,Lithium-ion,950.0,208,450,3.5,141.0,CCS,1700.0,430.0,5,AWD,E - Executive,4964,1906,1495,sedan,https://ev-database.org/car/2209/Mercedes-Benz-EQE-AMG-53-4MATICplus,0.208,2.4220495,0.28,6.49033576953125,0.25961343078125,124.8141494140625,1600.0,188.352,0.05232,25.153846153846153,435.5769230769231,174.2530767138108,4.8076923076923075
Mercedes-Benz,EQE SUV 300,210,90.6,Lithium-ion,550.0,182,450,7.6,141.0,CCS,750.0,520.0,5,RWD,JE - Executive,4863,1940,1685,suv,https://ev-database.org/car/2045/Mercedes-Benz-EQE-SUV-300,0.182,2.778565,0.35,9.307107373046874,0.3722842949218749,204.55181039663458,2000.0,235.44,0.0654,35.934065934065934,497.8021978021978,146.20347932397118,5.4945054945054945
Mercedes-Benz,EQE SUV 350 4MATIC,210,90.6,Lithium-ion,765.0,189,435,6.6,141.0,CCS,1800.0,520.0,5,AWD,JE - Executive,4863,1940,1685,suv,https://ev-database.org/car/2047/Mercedes-Benz-EQE-SUV-350-4MATIC,0.189,2.778565,0.35,9.307107373046874,0.3722842949218749,196.97581741898145,2000.0,235.44,0.0654,34.6031746031746,479.36507936507934,144.5704012916018,5.291005291005291
Mercedes-Benz,EQE SUV 350+,210,96.0,Lithium-ion,565.0,164,475,6.9,141.0,CCS,750.0,520.0,5,RWD,JE - Executive,4863,1940,1685,suv,https://ev-database.org/car/2046/Mercedes-Benz-EQE-SUV-350plus,0.164,2.778565,0.35,9.307107373046874,0.3722842949218749,227.00261885480177,2000.0,235.44,0.0654,39.8780487804878,585.3658536585366,159.55211198002937,6.097560975609756
Mercedes-Benz,EQE SUV 500 4MATIC,210,96.0,Lithium-ion,858.0,187,455,4.9,141.0,CCS,1800.0,520.0,5,AWD,JE - Executive,4863,1940,1685,suv,https://ev-database.org/car/2048/Mercedes-Benz-EQE-SUV-500-4MATIC,0.187,2.778565,0.35,9.307107373046874,0.3722842949218749,199.08251065340906,2000.0,235.44,0.0654,34.973262032085564,513.3689839572193,153.6776268915262,5.347593582887701
Mercedes-Benz,EQE SUV AMG 43 4MATIC,210,90.6,Lithium-ion,858.0,214,425,4.3,141.0,CCS,1800.0,520.0,5,AWD,JE - Executive,4879,1940,1672,suv,https://ev-database.org/car/1763/Mercedes-Benz-EQE-SUV-AMG-43-4MATIC,0.214,2.757128,0.35,9.235301796875,0.36941207187499997,172.62246349299065,2000.0,235.44,0.0654,30.560747663551403,423.3644859813084,139.63981856591437,4.672897196261682
Mercedes-Benz,EQE SUV AMG 53 4MATIC+,240,90.6,Lithium-ion,1000.0,242,420,3.5,141.0,CCS,1800.0,520.0,5,AWD,JE - Executive,4879,1940,1672,suv,https://ev-database.org/car/1764/Mercedes-Benz-EQE-SUV-AMG-53-4MATICplus,0.242,2.757128,0.35,9.235301796875,0.36941207187499997,152.6496164772727,2000.0,235.44,0.0654,27.024793388429753,374.3801652892562,133.86286055596958,4.132231404958678
Mercedes-Benz,EQS 350,210,96.0,Lithium-ion,565.0,165,570,6.7,130.0,CCS,750.0,620.0,5,RWD,F - Luxury,5223,1926,1512,sedan,https://ev-database.org/car/2155/Mercedes-Benz-EQS-350,0.165,2.4752951999999997,0.28,6.63301760625,0.26532070425,160.80042681818182,1600.0,188.352,0.05232,31.70909090909091,581.8181818181818,198.90572667131192,6.0606060606060606
Mercedes-Benz,EQS 450 4MATIC,210,118.0,Lithium-ion,800.0,180,655,5.7,160.0,CCS,1700.0,620.0,5,AWD,F - Luxury,5223,1926,1518,sedan,https://ev-database.org/car/2194/Mercedes-Benz-EQS-450-4MATIC,0.18,2.4851178,0.28,6.6593391046875015,0.2663735641875001,147.98531343750005,1600.0,188.352,0.05232,29.06666666666667,655.5555555555555,236.61825311953308,5.555555555555555
Mercedes-Benz,EQS 450+,210,118.0,Lithium-ion,568.0,173,685,6.2,160.0,CCS,750.0,620.0,5,RWD,F - Luxury,5223,1926,1518,sedan,https://ev-database.org/car/2193/Mercedes-Benz-EQS-450plus,0.173,2.4851178,0.28,6.6593391046875015,0.2663735641875001,153.97315848988444,1600.0,188.352,0.05232,30.24277456647399,682.0809248554914,239.98687108095328,5.780346820809249
Mercedes-Benz,EQS 500 4MATIC,210,118.0,Lithium-ion,828.0,180,640,4.9,160.0,CCS,1700.0,620.0,5,AWD,F - Luxury,5223,1926,1518,sedan,https://ev-database.org/car/2195/Mercedes-Benz-EQS-500-4MATIC,0.18,2.4851178,0.28,6.6593391046875015,0.2663735641875001,147.98531343750005,1600.0,188.352,0.05232,29.06666666666667,655.5555555555555,236.61825311953308,5.555555555555555
Mercedes-Benz,EQS 580 4MATIC,210,118.0,Lithium-ion,858.0,180,640,4.4,160.0,CCS,1700.0,620.0,5,AWD,F - Luxury,5223,1926,1518,sedan,https://ev-database.org/car/2196/Mercedes-Benz-EQS-580-4MATIC,0.18,2.4851178,0.28,6.6593391046875015,0.2663735641875001,147.98531343750005,1600.0,188.352,0.05232,29.06666666666667,655.5555555555555,236.61825311953308,5.555555555555555
Mercedes-Benz,EQS AMG 53 4MATIC+,250,118.0,Lithium-ion,1020.0,222,585,3.4,160.0,CCS,1700.0,620.0,5,AWD,F - Luxury,5223,1926,1518,sedan,https://ev-database.org/car/2197/Mercedes-Benz-EQS-AMG-53-4MATICplus,0.222,2.4851178,0.28,6.6593391046875015,0.2663735641875001,119.98809197635138,1600.0,188.352,0.05232,23.567567567567565,531.5315315315315,218.23821812511957,4.504504504504505
Mercedes-Benz,EQS SUV 450 4MATIC,210,118.0,Lithium-ion,800.0,199,530,6.1,160.0,CCS,1800.0,645.0,7,AWD,JF - Luxury,5125,1959,1718,suv,https://ev-database.org/car/2088/Mercedes-Benz-EQS-SUV-450-4MATIC,0.199,2.8607276999999995,0.35,9.582320323242188,0.38329281292968753,192.60945373351132,2000.0,235.44,0.0654,32.8643216080402,592.964824120603,182.1851310442283,5.025125628140703
Mercedes-Benz,EQS SUV 450+,210,118.0,Lithium-ion,568.0,195,540,6.8,160.0,CCS,750.0,645.0,7,RWD,JF - Luxury,5125,1959,1718,suv,https://ev-database.org/car/2087/Mercedes-Benz-EQS-SUV-450plus,0.195,2.8607276999999995,0.35,9.582320323242188,0.38329281292968753,196.56041688701924,2000.0,235.44,0.0654,33.53846153846154,605.1282051282051,183.31725573094053,5.128205128205128
Mercedes-Benz,EQS SUV 500 4MATIC,210,118.0,Lithium-ion,828.0,199,530,5.3,160.0,CCS,1800.0,645.0,7,AWD,JF - Luxury,5125,1959,1718,suv,https://ev-database.org/car/2089/Mercedes-Benz-EQS-SUV-500-4MATIC,0.199,2.8607276999999995,0.35,9.582320323242188,0.38329281292968753,192.60945373351132,2000.0,235.44,0.0654,32.8643216080402,592.964824120603,182.1851310442283,5.025125628140703
Mercedes-Benz,EQS SUV 580 4MATIC,210,118.0,Lithium-ion,858.0,199,530,4.7,160.0,CCS,1800.0,470.0,7,AWD,JF - Luxury,5125,1959,1718,suv,https://ev-database.org/car/2090/Mercedes-Benz-EQS-SUV-580-4MATIC,0.199,2.8607276999999995,0.35,9.582320323242188,0.38329281292968753,192.60945373351132,2000.0,235.44,0.0654,32.8643216080402,592.964824120603,182.1851310442283,5.025125628140703
Mercedes-Benz,EQS SUV Maybach 680,210,118.0,Lithium-ion,950.0,211,490,4.4,160.0,CCS,1800.0,440.0,4,AWD,JF - Luxury,5125,1959,1725,suv,https://ev-database.org/car/2086/Mercedes-Benz-EQS-SUV-Maybach-680,0.211,2.87238375,0.35,9.621363537597658,0.3848545415039063,182.39551730042953,2000.0,235.44,0.0654,30.995260663507114,559.2417061611375,178.44867988600865,4.739336492890995
Mercedes-Benz,EQT 200 Long,132,45.0,Lithium-ion,245.0,177,220,13.3,50.0,CCS,1500.0,828.0,7,FWD,N - Passenger Van,4922,1859,1811,small passenger van,https://ev-database.org/car/2239/Mercedes-Benz-EQT-200-Long,0.177,2.8616516499999998,,,,,,,,,254.23728813559325,,5.649717514124294
Mercedes-Benz,EQT 200 Standard,132,45.0,Lithium-ion,245.0,167,225,12.6,50.0,CCS,1500.0,551.0,5,FWD,N - Passenger Van,4498,1859,1819,small passenger van,https://ev-database.org/car/1908/Mercedes-Benz-EQT-200-Standard,0.167,2.87429285,,,,,,,,,269.4610778443114,,5.988023952095808
Mercedes-Benz,EQV 250 Extra-Long,160,60.0,Lithium-ion,365.0,282,210,12.0,60.0,CCS,0.0,1410.0,7,FWD,N - Passenger Van,5370,1928,1911,small passenger van,https://ev-database.org/car/2130/Mercedes-Benz-EQV-250-Extra-Long,0.282,3.1317467999999997,,,,,,,,,212.76595744680853,,3.546099290780142
Mercedes-Benz,EQV 250 Long,160,60.0,Lithium-ion,365.0,282,215,12.0,60.0,CCS,0.0,1030.0,7,FWD,N - Passenger Van,5140,1928,1910,small passenger van,https://ev-database.org/car/2129/Mercedes-Benz-EQV-250-Long,0.282,3.130108,,,,,,,,,212.76595744680853,,3.546099290780142
Mercedes-Benz,EQV 300 Extra-Long,140,90.0,Lithium-ion,365.0,249,315,12.2,96.0,CCS,0.0,1410.0,7,FWD,N - Passenger Van,5370,1928,1901,small passenger van,https://ev-database.org/car/2274/Mercedes-Benz-EQV-300-Extra-Long,0.249,3.1153587999999997,,,,,,,,,361.4457831325301,,4.016064257028113
Mercedes-Benz,EQV 300 Long,160,90.0,Lithium-ion,365.0,276,320,12.1,96.0,CCS,0.0,1030.0,7,FWD,N - Passenger Van,5140,1928,1901,small passenger van,https://ev-database.org/car/2131/Mercedes-Benz-EQV-300-Long,0.276,3.1153587999999997,,,,,,,,,326.0869565217391,,3.623188405797101
Mercedes-Benz,G 580,180,116.0,Lithium-ion,1164.0,267,360,4.7,150.0,CCS,0.0,555.0,5,AWD,JF - Luxury,4624,1931,1986,suv,https://ev-database.org/car/2192/Mercedes-Benz-G-580,0.267,3.2597211,0.35,10.918792356445314,0.4367516942578126,163.57741357970508,2000.0,235.44,0.0654,24.494382022471907,434.4569288389513,150.81550345141392,3.745318352059925
Mercedes-Benz,eVito Tourer Extra-Long 60 kWh,160,60.0,Lithium-ion,360.0,254,215,12.0,60.0,CCS,0.0,1390.0,8,FWD,N - Passenger Van,5370,1928,1890,small passenger van,https://ev-database.org/car/2139/Mercedes-Benz-eVito-Tourer-Extra-Long-60-kWh,0.254,3.0973319999999998,,,,,,,,,236.2204724409449,,3.937007874015748
Mercedes-Benz,eVito Tourer Long 60 kWh,160,60.0,Lithium-ion,360.0,259,220,12.0,60.0,CCS,0.0,990.0,8,FWD,N - Passenger Van,5140,1928,1890,small passenger van,https://ev-database.org/car/2138/Mercedes-Benz-eVito-Tourer-Long-60-kWh,0.259,3.0973319999999998,,,,,,,,,231.66023166023166,,3.861003861003861
Mercedes-Benz,eVito Tourer Long 90 kWh,160,90.0,Lithium-ion,360.0,260,325,12.1,96.0,CCS,0.0,990.0,8,FWD,N - Passenger Van,5140,1928,1890,small passenger van,https://ev-database.org/car/2140/Mercedes-Benz-eVito-Tourer-Long-90-kWh,0.26,3.0973319999999998,,,,,,,,,346.15384615384613,,3.846153846153846
Mini,Aceman E,160,38.5,Lithium-ion,290.0,129,230,7.9,60.0,CCS,750.0,300.0,5,FWD,JB - Compact,4079,1754,1514,suv,https://ev-database.org/car/2190/Mini-Aceman-E,0.129,2.2572226,0.35,7.560813982421875,0.302432559296875,234.44384441618217,2000.0,235.44,0.0654,50.697674418604656,298.4496124031008,77.49089563390488,7.751937984496124
Mini,Aceman JCW,200,49.2,Lithium-ion,350.0,143,280,6.4,75.0,CCS,750.0,300.0,5,FWD,JB - Compact,4079,1754,1514,suv,https://ev-database.org/car/3059/Mini-Aceman-JCW,0.143,2.2572226,0.35,7.560813982421875,0.302432559296875,211.49130020760492,2000.0,235.44,0.0654,45.73426573426574,344.0559440559441,96.31335964121068,6.993006993006993
Mini,Aceman SE,170,49.2,Lithium-ion,330.0,129,290,7.1,75.0,CCS,750.0,300.0,5,FWD,JB - Compact,4079,1754,1514,suv,https://ev-database.org/car/2191/Mini-Aceman-SE,0.129,2.2572226,0.35,7.560813982421875,0.302432559296875,234.44384441618217,2000.0,235.44,0.0654,50.697674418604656,381.3953488372093,99.02732636852261,7.751937984496124
Mini,Cooper E,160,36.6,Lithium-ion,290.0,125,250,7.3,60.0,CCS,0.0,200.0,4,FWD,B - Compact,3858,1756,1460,hatchback,https://ev-database.org/car/1997/Mini-Cooper-E,0.125,2.1791959999999997,0.3,6.256676015624999,0.25026704062499994,200.21363249999996,1400.0,164.80800000000002,0.04578000000000001,36.62400000000001,292.8,86.92615425029746,8.0
Mini,Cooper JCW,200,49.2,Lithium-ion,350.0,135,290,5.9,75.0,CCS,0.0,200.0,4,FWD,B - Compact,3858,1756,1460,hatchback,https://ev-database.org/car/3058/Mini-Cooper-JCW,0.135,2.1791959999999997,0.3,6.256676015624999,0.25026704062499994,185.3829930555555,1400.0,164.80800000000002,0.04578000000000001,33.91111111111111,364.44444444444446,114.14067459705115,7.4074074074074066
Mini,Cooper SE,170,49.2,Lithium-ion,330.0,127,330,6.7,75.0,CCS,0.0,200.0,4,FWD,B - Compact,3858,1756,1460,hatchback,https://ev-database.org/car/1998/Mini-Cooper-SE,0.127,2.1791959999999997,0.3,6.256676015624999,0.25026704062499994,197.06066190944878,1400.0,164.80800000000002,0.04578000000000001,36.04724409448819,387.40157480314963,116.29912344337183,7.874015748031496
Mini,Countryman E,170,64.6,Lithium-ion,250.0,140,380,8.6,94.0,CCS,750.0,460.0,5,FWD,JC - Medium,4433,1843,1656,suv,https://ev-database.org/car/1994/Mini-Countryman-E,0.14,2.5942068,0.35,8.68957941796875,0.34758317671875,248.27369765625,2000.0,235.44,0.0654,46.71428571428571,461.42857142857133,116.82091376326966,7.142857142857142
Mini,Countryman SE ALL4,180,64.6,Lithium-ion,494.0,149,365,5.6,94.0,CCS,1200.0,460.0,5,AWD,JC - Medium,4433,1843,1656,suv,https://ev-database.org/car/1995/Mini-Countryman-SE-ALL4,0.149,2.5942068,0.35,8.68957941796875,0.34758317671875,233.27729981124162,2000.0,235.44,0.0654,43.892617449664435,433.55704697986573,114.95006020852774,6.7114093959731544
NIO,EL6 Long Range,200,90.0,Lithium-ion,700.0,170,435,4.5,135.0,CCS,1200.0,579.0,5,AWD,JE - Executive,4854,1995,1703,suv,https://ev-database.org/car/1922/NIO-EL6-Long-Range,0.17,2.88786225,0.35,9.673210466308594,0.3869284186523438,227.60495214843752,2000.0,235.44,0.0654,38.470588235294116,529.4117647058823,144.61817474910688,5.88235294117647
NIO,EL6 Standard Range,200,73.5,Lithium-ion,700.0,181,365,4.5,110.0,CCS,1200.0,579.0,5,AWD,JE - Executive,4854,1995,1703,suv,https://ev-database.org/car/1921/NIO-EL6-Standard-Range,0.181,2.88786225,0.35,9.673210466308594,0.3869284186523438,213.7726069902452,2000.0,235.44,0.0654,36.13259668508287,406.0773480662983,116.05353215698146,5.524861878453039
NIO,EL7 Long Range,200,90.0,Lithium-ion,850.0,185,430,3.9,100.0,CCS,2000.0,570.0,5,AWD,JF - Luxury,4912,1987,1720,suv,https://ev-database.org/car/1789/NIO-EL7-Long-Range,0.185,2.904994,0.35,9.73059513671875,0.38922380546874996,210.3912461993243,2000.0,235.44,0.0654,35.351351351351354,486.4864864864865,140.70770854759425,5.405405405405405
NIO,EL7 Standard Range,200,73.5,Lithium-ion,850.0,198,355,3.9,110.0,CCS,2000.0,570.0,5,AWD,JF - Luxury,4912,1987,1720,suv,https://ev-database.org/car/1788/NIO-EL7-Standard-Range,0.198,2.904994,0.35,9.73059513671875,0.38922380546874996,196.57767952967168,2000.0,235.44,0.0654,33.030303030303024,371.2121212121212,112.62230918347868,5.05050505050505
NIO,EL8 Long Range,200,90.0,Lithium-ion,850.0,185,440,4.1,190.0,CCS,2000.0,265.0,6,AWD,JF - Luxury,5099,1989,1750,suv,https://ev-database.org/car/2223/NIO-EL8-Long-Range,0.185,2.9586375,0.35,9.910279907226563,0.3964111962890625,214.27632231841218,2000.0,235.44,0.0654,35.351351351351354,486.4864864864865,139.14415909365096,5.405405405405405
NIO,EL8 Standard Range,200,73.5,Lithium-ion,850.0,196,360,4.1,110.0,CCS,2000.0,265.0,6,AWD,JF - Luxury,5099,1989,1750,suv,https://ev-database.org/car/2222/NIO-EL8-Standard-Range,0.196,2.9586375,0.35,9.910279907226563,0.3964111962890625,202.2506103515625,2000.0,235.44,0.0654,33.36734693877551,375.0,111.73418819053032,5.1020408163265305
NIO,ET5 Long Range,200,90.0,Lithium-ion,700.0,167,500,4.0,100.0,CCS,1400.0,386.0,5,AWD,E - Executive,4790,1960,1499,sedan,https://ev-database.org/car/1787/NIO-ET5-Long-Range,0.167,2.497334,0.28,6.692074703125001,0.267682988125,160.2892144461078,1600.0,188.352,0.05232,31.329341317365266,538.9221556886228,184.80379421593923,5.988023952095808
NIO,ET5 Standard Range,200,73.5,Lithium-ion,700.0,175,410,4.0,110.0,CCS,1400.0,386.0,5,AWD,E - Executive,4790,1960,1499,sedan,https://ev-database.org/car/1786/NIO-ET5-Standard-Range,0.175,2.497334,0.28,6.692074703125001,0.267682988125,152.96170750000002,1600.0,188.352,0.05232,29.897142857142857,420.0,148.48395214422322,5.714285714285714
NIO,ET5 Touring Long Range,200,90.0,Lithium-ion,700.0,178,485,4.0,135.0,CCS,1400.0,450.0,5,AWD,E - Executive,4790,1960,1499,station/estate,https://ev-database.org/car/1916/NIO-ET5-Touring-Long-Range,0.178,2.497334,,,,,,,,,505.6179775280899,,5.617977528089888
NIO,ET5 Touring Standard Range,200,73.5,Lithium-ion,700.0,169,400,4.0,110.0,CCS,1400.0,450.0,5,AWD,E - Executive,4790,1960,1499,station/estate,https://ev-database.org/car/1915/NIO-ET5-Touring-Standard-Range,0.169,2.497334,,,,,,,,,434.91124260355025,,5.9171597633136095
NIO,ET7 Long Range,200,90.0,Lithium-ion,850.0,178,505,3.8,100.0,CCS,2000.0,363.0,5,AWD,F - Luxury,5101,1987,1509,sedan,https://ev-database.org/car/1752/NIO-ET7-Long-Range,0.178,2.5486255499999997,0.28,6.829520028515626,0.27318080114062504,153.47236019136238,1600.0,188.352,0.05232,29.39325842696629,505.6179775280899,178.74847427474796,5.617977528089888
NIO,ET7 Standard Range,200,73.5,Lithium-ion,850.0,191,415,3.8,110.0,CCS,2000.0,363.0,5,AWD,F - Luxury,5101,1987,1509,sedan,https://ev-database.org/car/1751/NIO-ET7-Standard-Range,0.191,2.5486255499999997,0.28,6.829520028515626,0.27318080114062504,143.02659745582463,1600.0,188.352,0.05232,27.39267015706806,384.81675392670155,142.30374829561694,5.2356020942408374
Nissan,Ariya 63kWh,160,63.0,Lithium-ion,300.0,175,335,7.5,90.0,CCS,750.0,468.0,5,FWD,JC - Medium,4595,1850,1660,suv,https://ev-database.org/car/1301/Nissan-Ariya-63kWh,0.175,2.61035,0.35,8.74365283203125,0.34974611328125,199.854921875,2000.0,235.44,0.0654,37.371428571428574,360.0,106.7532236206996,5.714285714285714
